"mkpCategory";"code";"mpnTitle";"description [en]";"name";"productSummary [en]";"productPresentation [en]";"productUnit";"packageContent";"packageContentUnit";"thirdLevel";"dangerous";"serialized";"logCard";"easaf1";"variantGroupCode";"eccn";"cm_code";"internalUnit";"id";"line_number";"errors"
"080_014";"FALSE";"22201BC050005L";"VIS TETE HEXA";"22201BC050005L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050005L";"EAR";"";"











EA




























";"22201BC050005L";"90";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC050006L";"Screw";"22201BC050006L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050006L";"EAR";"";"











EA




























";"22201BC050006L";"91";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC050007L";"DE PRECISION-FILETAGE COURT-TOLERANCE FUT:F7-35NC6 CAD.R880";"22201BC050007L";"DE PRECISION-FILETAGE COURT-TOLERANCE FUT:F7-35NC6 CAD.R880";"DE PRECISION-FILETAGE COURT-TOLERANCE FUT:F7-35NC6 CAD.R880";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050007L";"EAR";"";"











EA




























";"22201BC050007L";"92";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC050010L";"SCREW";"22201BC050010L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050010L";"EAR";"";"











EA




























";"22201BC050010L";"93";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22201BC050022L";"VIS TETE HEXA";"22201BC050022L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050022L";"EAR";"";"











EA




























";"22201BC050022L";"94";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC050038L";"22201BC050038L";"22201BC050038L";"22201BC050038L";"22201BC050038L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050038L";"EAR";"";"











EA




























";"22201BC050038L";"95";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201BC050062L";"22201BC050062L";"22201BC050062L";"22201BC050062L";"22201BC050062L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050062L";"EAR";"";"











EA




























";"22201BC050062L";"96";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201BC060004L";"SCREW";"22201BC060004L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC060004L";"EAR";"";"











EA




























";"22201BC060004L";"97";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC060005L";"VIS TETE HEXA";"22201BC060005L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC060005L";"EAR";"";"











EA




























";"22201BC060005L";"98";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC060006L";"SCREW";"22201BC060006L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC060006L";"EAR";"";"











EA




























";"22201BC060006L";"99";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC060007L";"BOLT";"22201BC060007L";"BOLT";"BOLT";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC060007L";"EAR";"";"











EA




























";"22201BC060007L";"100";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC060008L";"SCREW";"22201BC060008L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC060008L";"EAR";"";"











EA




























";"22201BC060008L";"101";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC060012L";"SCREW";"22201BC060012L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC060012L";"EAR";"";"











EA




























";"22201BC060012L";"102";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC060013L";"22201BC060013L";"22201BC060013L";"22201BC060013L";"22201BC060013L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC060013L";"EAR";"";"











EA




























";"22201BC060013L";"103";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_010";"FALSE";"22201BC060021L";"VIS TETE HEXA";"22201BC060021L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC060021L";"EAR";"";"











EA




























";"22201BC060021L";"104";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201-BC060048L";"VIS TETE HEXA";"22201-BC060048L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201-BC060048L";"EAR";"";"











EA




























";"22201-BC060048L";"105";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_010";"FALSE";"22201BC070011L";"VIS TETE HEXA";"22201BC070011L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC070011L";"EAR";"";"











EA




























";"22201BC070011L";"106";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE050012L";"VIS TETE HEXA";"22201BE050012L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE050012L";"EAR";"";"











EA




























";"22201BE050012L";"107";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE050014L";"VIS TETE HEXA";"22201BE050014L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE050014L";"EAR";"";"











EA




























";"22201BE050014L";"108";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE050016L";"VIS TETE HEXA";"22201BE050016L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE050016L";"EAR";"";"











EA




























";"22201BE050016L";"109";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE050018L";"VIS TETE HEXA";"22201BE050018L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE050018L";"EAR";"";"











EA




























";"22201BE050018L";"110";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE050023L";"22201BE050023L";"22201BE050023L";"22201BE050023L";"22201BE050023L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE050023L";"EAR";"";"











EA




























";"22201BE050023L";"111";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201BE050024L";"22201BE050024L";"22201BE050024L";"22201BE050024L";"22201BE050024L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE050024L";"EAR";"";"











EA




























";"22201BE050024L";"112";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201BE050026L";"VIS TETE HEXA";"22201BE050026L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE050026L";"EAR";"";"











EA




























";"22201BE050026L";"113";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE050027L";"22201BE050027L";"22201BE050027L";"22201BE050027L";"22201BE050027L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE050027L";"EAR";"";"











EA




























";"22201BE050027L";"114";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201BE060010L";"Screw";"22201BE060010L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE060010L";"EAR";"";"











EA




























";"22201BE060010L";"115";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE060012L";"Screw";"22201BE060012L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE060012L";"EAR";"";"











EA




























";"22201BE060012L";"116";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE060014L";"Screw";"22201BE060014L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE060014L";"EAR";"";"











EA




























";"22201BE060014L";"117";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE060015L";"VIS TETE HEXA";"22201BE060015L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE060015L";"EAR";"";"











EA




























";"22201BE060015L";"118";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE060016L";"SCREW";"22201BE060016L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE060016L";"EAR";"";"











EA




























";"22201BE060016L";"119";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE060018L";"VIS TETE HEXA";"22201BE060018L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE060018L";"EAR";"";"











EA




























";"22201BE060018L";"120";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE060020L";"Screw";"22201BE060020L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE060020L";"EAR";"";"











EA




























";"22201BE060020L";"121";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE060022L";"VIS TETE HEXA";"22201BE060022L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE060022L";"EAR";"";"











EA




























";"22201BE060022L";"122";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE070012L";"22201BE070012L";"22201BE070012L";"22201BE070012L";"22201BE070012L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE070012L";"EAR";"";"











EA




























";"22201BE070012L";"123";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201BE070020L";"22201BE070020L";"22201BE070020L";"22201BE070020L";"22201BE070020L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE070020L";"EAR";"";"











EA




























";"22201BE070020L";"124";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201BE080010L";"VIS TETE HEXA";"22201BE080010L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE080010L";"EAR";"";"











EA




























";"22201BE080010L";"125";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BE080012L";"DE PRECISION-FILETAGE COURT-TOL.FUT:F7-30NCD16 CAD.R1080";"22201BE080012L";"DE PRECISION-FILETAGE COURT-TOL.FUT:F7-30NCD16 CAD.R1080";"DE PRECISION-FILETAGE COURT-TOL.FUT:F7-30NCD16 CAD.R1080";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE080012L";"EAR";"";"











EA




























";"22201BE080012L";"126";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22201BE080025L";"VIS TETE HEXA";"22201BE080025L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BE080025L";"EAR";"";"











EA




























";"22201BE080025L";"127";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201TK050008X";"22201TK050008X";"22201TK050008X";"22201TK050008X";"22201TK050008X";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201TK050008X";"EAR";"";"











EA




























";"22201TK050008X";"128";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201TK050022X";"DE PRECISION-FILETAGE COURT-T-A6V PHOSPH.OU OXYD.ANOD.R880";"22201TK050022X";"DE PRECISION-FILETAGE COURT-T-A6V PHOSPH.OU OXYD.ANOD.R880";"DE PRECISION-FILETAGE COURT-T-A6V PHOSPH.OU OXYD.ANOD.R880";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201TK050022X";"EAR";"";"











EA




























";"22201TK050022X";"129";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22201TK050023X";"VIS TETE HEXA";"22201TK050023X";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201TK050023X";"EAR";"";"











EA




























";"22201TK050023X";"130";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22201TK060022X";"DE PRECISION-FILETAGE COURT-T-A6V PHOSPH.OU OXYD.ANOD.R880";"22201TK060022X";"DE PRECISION-FILETAGE COURT-T-A6V PHOSPH.OU OXYD.ANOD.R880";"DE PRECISION-FILETAGE COURT-T-A6V PHOSPH.OU OXYD.ANOD.R880";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201TK060022X";"EAR";"";"











EA




























";"22201TK060022X";"131";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22202BC060050L";"22202BC060050L";"22202BC060050L";"22202BC060050L";"22202BC060050L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22202BC060050L";"EAR";"";"











EA




























";"22202BC060050L";"132";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22202BE080010L";"BOLT";"22202BE080010L";"BOLT";"BOLT";"EA";"1";"EA";"false";"false";"false";"false";"false";"22202BE080010L";"EAR";"";"











EA




























";"22202BE080010L";"133";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22202BE080064L";"DE PRECISION-FILETAGE COURT-TETE PERCEE-FUT:F7-30NCD16 R1080";"22202BE080064L";"DE PRECISION-FILETAGE COURT-TETE PERCEE-FUT:F7-30NCD16 R1080";"DE PRECISION-FILETAGE COURT-TETE PERCEE-FUT:F7-30NCD16 R1080";"EA";"1";"EA";"false";"false";"false";"false";"false";"22202BE080064L";"EAR";"";"











EA




























";"22202BE080064L";"134";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22202TK050005X";"22202TK050005X";"22202TK050005X";"22202TK050005X";"22202TK050005X";"EA";"1";"EA";"false";"false";"false";"false";"false";"22202TK050005X";"EAR";"";"











EA




























";"22202TK050005X";"135";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22208BC040010L";"SCREW";"22208BC040010L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208BC040010L";"EAR";"";"











EA




























";"22208BC040010L";"136";"MCM-04031|The product identifiers match multiple products from the same provider."
